VIDEO_ID,VIDEO_THUMBNAIL_ID,VIDEO_TITLE,VIDEO_DESCRIPTION,VIDEO_CATEGORY,VIDEO_CREATED_AT,VIDEO_TOTAL_VIEWS,VIDEO_DURATION,USER_ID,CHANNEL_NAME,SUBSCRIBERS_COUNT,USER_PROFILE_PICTURE,VIDEO_FILE
aDKL4o1VlYZlz34OVBQ2s,Tj0xNlCSf8GpZwOiC0ga_,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,z9hDGLpHuD9scatORE4Rr,West4RrChannel,0,4ggndYgaQiyMTIeuq-qWT,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
6XfPrb-X_3yf7PrUvZylN,O-nlDlmlIu9O75H3gZlSM,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,Q_IzbBnA8x81fZ194PPey,DavisPeyChannel,0,Y3hhtlw-3wcM75ezaBMb1,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
sWpNj5wIqeaFDQq4ubp9g,m95K1ot1O-3ZGMLGD6XD3,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,tSieki4Q4qPDWt1uYLTiX,JonesTiXChannel,0,XTFBC91qbrfdftroY_DiP,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
TT-eCjA98-le4V0JfjeZs,9rAufQRhN3UDl63xzo8ul,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,4c-o8X_HQ-HS6L1tlIytB,HaleytBChannel,0,rvTG9DxaJQ9_CQ2M2E3YI,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
oGW_u2X5DgsFzmlw201W6,Bb0Mvjc_lb-Ml27E7Oqui,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,4c-o8X_HQ-HS6L1tlIytB,HaleytBChannel,0,rvTG9DxaJQ9_CQ2M2E3YI,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
6KkgP6Tg9awUkniFzZM7p,zFlrsXfmFQPJIyS0Fs6JW,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,kh2bu158k9YMfFHEzoaR6,MilleraR6Channel,0,GE-0leFUTkgvH98srHxrK,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
YHxgsErUJhQgw2LQbxcBe,H6gZQhk0BswlYuhpNikVo,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,WBcgFpXVk8YemPOAi3j9B,Brownj9BChannel,0,3se0JHUypu1YD4D8GvcUG,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
OjOpjhOw-cfQOmZn35kGC,5dtK-mHWqraS-oPstleMX,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,M1iW-eonkUt5aQ3k6FXK0,WebbXK0Channel,0,WOS10L9zR2JSG7nCBgTs-,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
7jF-lP7f0Uq3JvSrkPWtV,5z7NhezNZTGOxtY8v_Gd4,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,CrowFjT7Xb3itERsgqh3A,Smithh3AChannel,0,EhtZQaIWVMNA-nqjG6BB6,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
bnnNAQEKnBr4l0Odz0hBI,eUGTdCy_7pSgu3B0eOfyW,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,jzl2xZNpTf93HTY4Ym4Ca,Garcia4CaChannel,0,l2iWwM0Yc5_bxNH0BeLfc,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
-KdLdLfkOO18eNKmDo9US,Rp3ewKO80ai4eyXUlxAfM,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,Q_IzbBnA8x81fZ194PPey,DavisPeyChannel,0,Y3hhtlw-3wcM75ezaBMb1,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
qwGoEZqnHhNIKYwKIGFeI,nA0Jg6N-VpBspUek1uihI,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,StCzhBA9hNm4mshLCBv0y,Webbv0yChannel,0,OD1uWIjqeYFtIN8XfGknw,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
BLK_2qDmEXWHzbcIAx89l,txbL6N13_F_--UQbAsNRE,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,jzl2xZNpTf93HTY4Ym4Ca,Garcia4CaChannel,0,l2iWwM0Yc5_bxNH0BeLfc,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
9mxZCIv2-yeOnkWhxLYtj,2jZCUw5ozo96N0YdWMKH9,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,9QyviOQ_d54pFPvSrIC_3,JonesC_3Channel,0,RmwPshijHU6GIKeOLWvDd,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
_D7GymgIVvLSnRuYA2pcF,gYsPDA4btJsfwmAamBhVO,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,-cDNTKvXqYoZEBF4GMq2q,Haleq2qChannel,0,O21MAdHegNz-YOQE-dm0k,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
xLA4EPNoBA9M5gXhhquIH,QmmqSnzKbhX9-ZsDorjp-,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,kh2bu158k9YMfFHEzoaR6,MilleraR6Channel,0,GE-0leFUTkgvH98srHxrK,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
a-TXfU4yIP_rgSAmx-eWu,mPQOOsk262TIujf0MRb40,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,RZuWh_A8YsnVTlCF5g57r,West57rChannel,0,ajf6K8Jyu1qXxBR2kdXM7,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
fXcDEuzQrfJcZuacLPK8U,vQ4EEkPvYKfYtApcPw44t,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,g1ty6cSs7KJo-dxBBJWGR,WestWGRChannel,0,XuH65WMuXX55hLBWISgMR,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
4HBIFEONXUc8-MfAVX6mi,dV-8g7BwExbK-wKDLZS8r,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,nPCO2XQ1vf3b8fKQnQGLI,WestGLIChannel,0,ebI2HbWTGOAkbc0B5iDoj,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
AsVXKBq-_WEYpw2QySJ0g,MzaeXeUybUS7TYA7Dmxke,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,33GSA2sYIbBljuMx8Xg0z,Millerg0zChannel,0,Bbjwpgmie5Rt4HDyUTM1p,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
R44zb_n-9ZjzXG2xKwHLq,_78Gu_-hTGvpO2WWdV_rL,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,kh2bu158k9YMfFHEzoaR6,MilleraR6Channel,0,GE-0leFUTkgvH98srHxrK,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
V39woH7VZDassbPHAI8DH,_BGrj5N8RaN7pCLOnOy3x,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,NMegf_fGwwGvrqQ4PtwZ0,SmithwZ0Channel,0,f8rHLcXf4VSAGsagW4p8X,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
lZ7Kktix60BgR2S1GOiry,NwU-5Tp03B-ETlTCi4ZUV,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,fSzsfNpjQxp5c4HhAjaup,HaleaupChannel,0,nVXNmFIXyi0gauboD2wCg,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
SfG1yQYBBgyGHpSNSFM9q,qMK4oGWGwybqhu-1wm3VY,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,4c-o8X_HQ-HS6L1tlIytB,HaleytBChannel,0,rvTG9DxaJQ9_CQ2M2E3YI,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
WJQSftV4WI7ONX9DA-3fv,PYNZ_-_m8NfLmwkiSep4M,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,fSzsfNpjQxp5c4HhAjaup,HaleaupChannel,0,nVXNmFIXyi0gauboD2wCg,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
NFzx_uAqObq3eg6VUDVlV,Au8-Fb1CV8xCRiYojqCjW,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,M1iW-eonkUt5aQ3k6FXK0,WebbXK0Channel,0,WOS10L9zR2JSG7nCBgTs-,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
wZmDY5AODf65GrUFZr16a,slc3aKjuXNc6V7UlI42qB,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,qIw8zpefgAgX1UpllrwSd,PiercewSdChannel,0,h--JlbS4LcwdDbQMXZlGl,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
cjMtHXqSTh0ULLJlghPa_,cWDLnfzzsY4oU_cOWMH57,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,M1iW-eonkUt5aQ3k6FXK0,WebbXK0Channel,0,WOS10L9zR2JSG7nCBgTs-,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
NvTFZzfDQP9sFlwBxfBBj,bZ-hTaH6FJSx2uW3BPp3T,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,WBcgFpXVk8YemPOAi3j9B,Brownj9BChannel,0,3se0JHUypu1YD4D8GvcUG,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
aw5xXBMmT14h0cKoK_C-6,QK9jiNfhgqY2KPyveX_BJ,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,z9hDGLpHuD9scatORE4Rr,West4RrChannel,0,4ggndYgaQiyMTIeuq-qWT,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
2qzYbXWRHn_4a24-rzd4W,SzeZZtnd06fShA_xLJGch,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,kh2bu158k9YMfFHEzoaR6,MilleraR6Channel,0,GE-0leFUTkgvH98srHxrK,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
j5ya1RRg6huaoR5EoPMwI,LkT2m_JlxR-kXinb0e3U4,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,fSzsfNpjQxp5c4HhAjaup,HaleaupChannel,0,nVXNmFIXyi0gauboD2wCg,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
EIxW5_XyzMwV11tQiX_4t,Q17Cqm33LFE5gmSMlps36,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,tSieki4Q4qPDWt1uYLTiX,JonesTiXChannel,0,XTFBC91qbrfdftroY_DiP,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
ngVP0H_M7U0Ls3xnRL0vK,qyU4PMyn43munEYdFCxPQ,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,nPCO2XQ1vf3b8fKQnQGLI,WestGLIChannel,0,ebI2HbWTGOAkbc0B5iDoj,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
J1jnUirt-Lrfvg3R7KWvB,RhLtnwBFGIUJe4a3D6HWx,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,4c-o8X_HQ-HS6L1tlIytB,HaleytBChannel,0,rvTG9DxaJQ9_CQ2M2E3YI,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
GhPPcUQBwOgHplyMN71lP,6lVFfgQ-2jaPFJqE8YCz1,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,tSieki4Q4qPDWt1uYLTiX,JonesTiXChannel,0,XTFBC91qbrfdftroY_DiP,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
IHg8PbeKbz_d8yfwNm09Z,xjrFde6gHUzU8lQlGn98J,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,z9hDGLpHuD9scatORE4Rr,West4RrChannel,0,4ggndYgaQiyMTIeuq-qWT,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
Br0pviK5rrAsG0MnJ_VTl,IVSeiCohEfz5PTKXNfoyh,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,-cDNTKvXqYoZEBF4GMq2q,Haleq2qChannel,0,O21MAdHegNz-YOQE-dm0k,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
bXREi4Z_hG2KZPwQCYxUn,pUjMrFPdWeq2CKxKl-8PD,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,kh2bu158k9YMfFHEzoaR6,MilleraR6Channel,0,GE-0leFUTkgvH98srHxrK,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
2qZOyGFgoIpnNdpbbzDrs,Zlf4shkQUkDi-l6fmbTs2,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,kh2bu158k9YMfFHEzoaR6,MilleraR6Channel,0,GE-0leFUTkgvH98srHxrK,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
uSvz1gsPU5e-lwlmEoGJo,iRWbFW8QZmfbE5SynrGpw,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,kh2bu158k9YMfFHEzoaR6,MilleraR6Channel,0,GE-0leFUTkgvH98srHxrK,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
vAzkSlB_jBDoU0vxhDTXa,zw0BSp2-bfhcKhO6RlL5u,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,CrowFjT7Xb3itERsgqh3A,Smithh3AChannel,0,EhtZQaIWVMNA-nqjG6BB6,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
fGY1WpZAG1xsepa5M0owo,IrfwhUfe1K49OVH7jUCsJ,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,fSzsfNpjQxp5c4HhAjaup,HaleaupChannel,0,nVXNmFIXyi0gauboD2wCg,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
3f9GxaKig3FZlQ1qHL481,Vvz8ez4AMuzqN_cocT8DO,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,StCzhBA9hNm4mshLCBv0y,Webbv0yChannel,0,OD1uWIjqeYFtIN8XfGknw,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
_I5uhnDuZN4NjSJ3ML9dd,T0loQPHgjEEZJ9s3q924Q,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,nPCO2XQ1vf3b8fKQnQGLI,WestGLIChannel,0,ebI2HbWTGOAkbc0B5iDoj,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
D8QHZV2NajincJk00IHx7,t1TIkPubfblMXmxD2W9fx,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,9QyviOQ_d54pFPvSrIC_3,JonesC_3Channel,0,RmwPshijHU6GIKeOLWvDd,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
ErLruaSvzfH8_ixYLUz_T,L1hhsCeCHIdkcHPZY5F1X,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,Q_IzbBnA8x81fZ194PPey,DavisPeyChannel,0,Y3hhtlw-3wcM75ezaBMb1,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
iKElW_zQ39MAFgd82IWZU,h6N93tZd91aGvIH6KK6Dz,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,cz6sefC4fBsKRWpaZNX1q,SmithX1qChannel,0,0GlsvmdgfiHzMlffDEMwL,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
9ZwaYRrzUguH3f4q2LXJ6,FAqNN7cd9r8Z3QXBUi5PM,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,tSieki4Q4qPDWt1uYLTiX,JonesTiXChannel,0,XTFBC91qbrfdftroY_DiP,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
2DeK5bmLBPMWsH6vjtgCU,S0a-H1p6t08z45EmO20ue,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,M1iW-eonkUt5aQ3k6FXK0,WebbXK0Channel,0,WOS10L9zR2JSG7nCBgTs-,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
jkJus3p5Rz0I5jcKDtgoP,h4p5WcALerZ1iSduHb2yq,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,tSieki4Q4qPDWt1uYLTiX,JonesTiXChannel,0,XTFBC91qbrfdftroY_DiP,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
jyZn90JwTbXNab1IGl8sh,tGFtBjEf_j0xNO8W0yAFM,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,aZZr6p-lbbS7tuhxrWWPg,SmithWPgChannel,0,MTfszIk2FwR1c1y-j67vw,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
IdPX3jw45g-0htO2bUQZO,fpm83h4DbnUxfQqkL45QO,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,33GSA2sYIbBljuMx8Xg0z,Millerg0zChannel,0,Bbjwpgmie5Rt4HDyUTM1p,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
yln3e3lylXY0fGqxdiID2,LU_XsDX5jBdvo5USTuFlo,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,-cDNTKvXqYoZEBF4GMq2q,Haleq2qChannel,0,O21MAdHegNz-YOQE-dm0k,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
v-DvXbNi7dYh-o-9ehi-8,pCK6ZO7DsmCz4kJL08-AX,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,aZZr6p-lbbS7tuhxrWWPg,SmithWPgChannel,0,MTfszIk2FwR1c1y-j67vw,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
JRblTINI34X1DXEk8qRIV,wMe4p0xZ2cniv1-XtZkUV,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,M1iW-eonkUt5aQ3k6FXK0,WebbXK0Channel,0,WOS10L9zR2JSG7nCBgTs-,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
t3rR7OhWqhDzsE2xMq_1l,hQIZgk7EhdTLjiWkfwfHn,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,M1iW-eonkUt5aQ3k6FXK0,WebbXK0Channel,0,WOS10L9zR2JSG7nCBgTs-,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
pEaPjAwnvZz0V-uFB0MIw,qWf3JNXiSbCMSbo366n_O,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,cz6sefC4fBsKRWpaZNX1q,SmithX1qChannel,0,0GlsvmdgfiHzMlffDEMwL,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
CDLIvjNkvO0lRz3_u9MAr,FqkM7UJ8OFr_NLDm3Zg2k,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,CrowFjT7Xb3itERsgqh3A,Smithh3AChannel,0,EhtZQaIWVMNA-nqjG6BB6,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
NmCHO3VN46C558j3mL_51,vGZ8fiF_MFzUiSDVDA_aI,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,d2yIDWS3V_h-9gIenlO8S,JonesO8SChannel,0,IEEhwnd_AW5zuIjugScf4,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
nKHp2hGVh0eneSlF0ep5o,YH761du6NJ6J3QhOZQi1Z,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,kh2bu158k9YMfFHEzoaR6,MilleraR6Channel,0,GE-0leFUTkgvH98srHxrK,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
adNdleRhl22ZSnsMdxiYx,i0tGth-ePjuWhcruQNHVP,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,d2yIDWS3V_h-9gIenlO8S,JonesO8SChannel,0,IEEhwnd_AW5zuIjugScf4,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
17u6CPfeL_vmh8z1L7SD1,S_KKRw6ppmi_tYKRiwJPW,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,aZZr6p-lbbS7tuhxrWWPg,SmithWPgChannel,0,MTfszIk2FwR1c1y-j67vw,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
Ja0d-fxFOKCp9aiIlCq8b,QNZELmeGbF6jo9ThsskZt,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,cz6sefC4fBsKRWpaZNX1q,SmithX1qChannel,0,0GlsvmdgfiHzMlffDEMwL,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
bv6vPhQR7WmikUDbuM6rX,9MaD6OyOmpJ6dI8mdob_f,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,M1iW-eonkUt5aQ3k6FXK0,WebbXK0Channel,0,WOS10L9zR2JSG7nCBgTs-,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
k8zE1NqL1_zCU6srpKiJF,ATZ4Efmo6XW4StArk2Pfb,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,kh2bu158k9YMfFHEzoaR6,MilleraR6Channel,0,GE-0leFUTkgvH98srHxrK,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
jHh4BpOth-wrCIcPOxfTj,vu_2HDTmzHK03vkoLvOsD,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,jzl2xZNpTf93HTY4Ym4Ca,Garcia4CaChannel,0,l2iWwM0Yc5_bxNH0BeLfc,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
xnfGYnB9X67K9jGhBIjN8,6MGgeFk4bhHivgelG9Ou0,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,nPCO2XQ1vf3b8fKQnQGLI,WestGLIChannel,0,ebI2HbWTGOAkbc0B5iDoj,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
MyDGZ07F5C4g59cpiRKtn,Xh6LI5m7jnjju97K9ritX,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,33GSA2sYIbBljuMx8Xg0z,Millerg0zChannel,0,Bbjwpgmie5Rt4HDyUTM1p,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
LgXgiQY2rMW5QsmJ1wuMC,UOBFZnBbpa6Ta0Mj2VoKD,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,33GSA2sYIbBljuMx8Xg0z,Millerg0zChannel,0,Bbjwpgmie5Rt4HDyUTM1p,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
yZ64JNM3pBrZdc_cmnd8Z,EAH9F6iTaQKAWicgxqZfT,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,JU_s9whAu34q8v1ekrPbP,SmithPbPChannel,0,G2M3WILDB1bW8AjXol_k-,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
vn7gUntrLuzGSUeHsr35n,yBdekCySTsJa8VcTm9s2W,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,CrowFjT7Xb3itERsgqh3A,Smithh3AChannel,0,EhtZQaIWVMNA-nqjG6BB6,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
FQSy4joVyqyku87EeP5dT,TG-fYHws275gQgidZrKc0,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,Q_IzbBnA8x81fZ194PPey,DavisPeyChannel,0,Y3hhtlw-3wcM75ezaBMb1,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
JEsbuEIhbvYn3bwVabM8L,3eE6VZn1jf1GIKOQGV9Z4,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,M1iW-eonkUt5aQ3k6FXK0,WebbXK0Channel,0,WOS10L9zR2JSG7nCBgTs-,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
Oc3f47mwvWEV4Wk_6gOH6,yUFi2N2NErXhxJr6Wltp-,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,33GSA2sYIbBljuMx8Xg0z,Millerg0zChannel,0,Bbjwpgmie5Rt4HDyUTM1p,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
18wXxIU6dM3DwLxXbDsAo,CORxmY7NxkGYo9Cra8TCu,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,NMegf_fGwwGvrqQ4PtwZ0,SmithwZ0Channel,0,f8rHLcXf4VSAGsagW4p8X,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
EKxDhZxI1frY0aEe4XKb4,0LmI76LEG_YswOMqCuCjo,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,d2yIDWS3V_h-9gIenlO8S,JonesO8SChannel,0,IEEhwnd_AW5zuIjugScf4,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
z7Jl5uNrKhO9Tr3DXN1tx,FgGozXRlu2oWt9tYRvL0J,The Philippines in 1 Minute,Seed video for Documentary,Documentary,1651556885000,0,66,CrowFjT7Xb3itERsgqh3A,Smithh3AChannel,0,EhtZQaIWVMNA-nqjG6BB6,https://interns-major-app-2022.s3.ap-southeast-1.amazonaws.com/videos/documentary.mp4
